Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
874468;70;20/10/2021;;17/10/2021;20/10/2021;1939,38;Projeto em andamento;NV - 0013805;Revenda;;LIVROS;;Cotação;;Boleto;Livro - Monge e o Executivo, O;387366;92;A
839239;71;05/07/2021;;;12/07/2021;25799,7;Congelada;NV - 0010824;;;PC GAMER;;Cotação;;Boleto;Quant. 30 | Cód. 134103582 | Monitor LED 24'' Gamer Samsung LS24D332HSX/ZD 1920x1080 1ms 75hz;;30;B
874479;72;20/10/2021;;15/10/2021;20/10/2021;2369,3;Projeto em andamento;NV - 0013807;Revenda;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Multifuncional Epson Tanque De Tinta L3150 - Wireless Ecotank - C11cg86302;134206098;2;A
874478;73;20/10/2021;;18/10/2021;20/10/2021;480;Projeto em andamento;NV - 0013806;Revenda;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;SACO BIG BAG 120X90X90 ABERTURA TOTAL BASE FECHADA REF-C1;2164798717;8;A
880476;74;01/11/2021;;01/11/2021;01/11/2021;32779,5;Projeto em andamento;NV - 0014396;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta;2969968357;30;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;27262,5;Projeto em andamento;NV - 0014397;Revenda;;TELEFONIA;;Cotação;;Boleto;50 und | Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho;2891924716;50;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;67830;Projeto em andamento;NV - 0014398;Revenda;;TELEFONIA;;Cotação;;Boleto;40 und | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud White;3234384027;40;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;34187,1;Projeto em andamento;NV - 0014404;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;30;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;49741,6;Projeto em andamento;NV - 0014399;Revenda;;TELEFONIA;;Cotação;;Boleto;80 und | Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;2655734751;80;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;96041,4;Projeto em andamento;NV - 0014403;Revenda;;TELEFONIA;;Cotação;;Boleto;140 und | Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Preto;3687308588;140;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;161096,25;Projeto em andamento;NV - 0014405;Revenda;;TELEFONIA;;Cotação;;Boleto;95 und | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234381205;95;D
880476;74;01/11/2021;;01/11/2021;01/11/2021;16357,5;Projeto em andamento;NV - 0014406;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul;2891924169;30;D
880468;75;01/11/2021;;01/11/2021;01/11/2021;52990;Projeto em andamento;NV - 0014395;Revenda;;PC GAMER;;Cotação;;Cartão de Crédito;14 und | Notebook Lenovo Ultrafino Ideapad;2751079813;14;D
857746;76;25/08/2021;;24/08/2021;25/08/2021;1280,59;Projeto em andamento;NV - 0012195;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;"Tablet Samsung Galaxy A7 64GB Wi-Fi Tela 10.4"" Octa-Core 2.0GHz - Grafite";2098828294;1;A
862553;77;16/09/2021;;;21/09/2021;10003,11;Congelada;NV - 0012842;Revenda;;BELEZA & SAUDE;;Cotação;;;Depilador Elétrico Philips BRE285/00 Removedor com 07 Acessórios 2 velocidades Bivolt;707375332;39;B
815763;78;27/04/2021;;;28/04/2021;23699,94;Congelada;NV - 0009609;;;PC GAMER;;Cotação;;;6 itens - pit 1772549028;;;C
874131;79;19/10/2021;;29/10/2021;03/11/2021;36500;Projeto em andamento;NV - 0013758;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV LG 65"" 4K UHD 65UP7550 Wi-Fi Bluetooth HDR Inteligência";3280454436;10;D
874131;79;19/10/2021;;29/10/2021;03/11/2021;59999,8;Projeto em andamento;NV - 0013760;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 55'' Philips 55PUG6794 4K Ultra HD AMBILIGHT 3 lados HDR10+ Dolby Vision Dolby Atmos Bluetooth Wifi 3 HDMI 2 USB - Prata;1466785268;20;D
874131;79;19/10/2021;;29/10/2021;03/11/2021;41999,9;Projeto em andamento;NV - 0013759;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV 70'' Philips 70PUG7625/78 4K UHD P5 HDR10+ Dolby Vision;2737032277;10;D
874131;79;19/10/2021;;29/10/2021;03/11/2021;120000;Projeto em andamento;NV - 0013761;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita;1441079560;50;D
874115;80;19/10/2021;;15/10/2021;19/10/2021;244828,42;Projeto em andamento;NV - 0013757;Revenda;;PCS;;Cotação;;Boleto;"83 und | Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;83;D
862550;81;16/09/2021;;;22/10/2021;10107,24;Congelada;NV - 0012841;Revenda;;BRINQUEDOS;;Cotação;;;Boneca Barbie Mattel Sereia Brilhante GFL82;134193872;76;B
947828;82;28/03/2022;;;19/04/2022;500;Congelada;NV - 0021068;Uso e consumo;;ALIMENTOS;;;;;;0;;E
828662;83;07/06/2021;;16/07/2021;19/07/2021;34185;Projeto em andamento;NV - 0010194;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Quant. 25 | cód. 2529730863 | Notebook Multilaser PC131 Legacy Cloud Intel Atom Z8350 2GB 32GB W10 14'';;25;G
820283;84;13/05/2021;;14/05/2021;14/05/2021;22100;Congelada;NV - 0009896;;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"4 unidades do produto 3069509067 (Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites. )";;4;H
820283;84;13/05/2021;;14/05/2021;14/05/2021;26400;Congelada;NV - 0009897;;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"3 unidades do produto 2290964051 (iPhone 12 Pro Apple (512GB) Dourado tela 6,1"" Câmera tripla 12MP iOS)";;3;H
947846;85;28/03/2022;;;01/04/2022;2700;Congelada;NV - 0021071;Uso e consumo;;CONSTRUÇÃO & FERRAMENTAS - JARDIM;;Cotação;;;Banco Wanda Armação Cromada com Assento Napa Jeans - Orb + Bernardo Senna;0;15;E
855099;86;18/08/2021;;;30/08/2021;11988;Congelada;NV - 0011924;;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy A T290 32GB Tela 8"" Android Quad-Core 2GHz - Preto";160544429;12;B
855099;86;18/08/2021;;;30/08/2021;28787,88;Congelada;NV - 0011942;;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy S6 Lite 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core - Cinza";1720331801;12;B
816163;87;27/04/2021;;;04/05/2021;27899,9;Congelada;NV - 0009612;;;PC GAMER;;Cotação;;;10 itens - pit 2317561965;;;C
816163;87;27/04/2021;;;04/05/2021;26367;Congelada;NV - 0009628;;;PC GAMER;;Cotação;;;"3 itens - pit 2290964131 (	iPhone 12 Pro Max Apple (128GB) Grafite tela 6,7"" Câmera tripla 12MP)";;;C
855102;88;18/08/2021;;;13/09/2021;23045;Congelada;NV - 0011926;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto G 5G 128GB Tela 6.7'' Dual Chip 6GB RAM Câmera Tripla + Selfie 16MP - Prata Prisma;2626418759;11;B
870825;74;13/10/2021;;07/10/2021;13/10/2021;76459,5;Projeto em andamento;NV - 0013589;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;50 und | Smartphone Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Champagne;3171319323;50;D
870825;74;13/10/2021;;07/10/2021;13/10/2021;10898,6;Projeto em andamento;NV - 0013591;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;20 und | Smartphone Motorola Moto E6i 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Pink;2910438431;20;D
870825;74;13/10/2021;;07/10/2021;13/10/2021;12340,4;Projeto em andamento;NV - 0013590;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;10 und | Galaxy Watch 3 45mm Lte - Preto;1902702511;10;D
870825;74;13/10/2021;;07/10/2021;13/10/2021;42677,5;Projeto em andamento;NV - 0013593;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;250 und | Smartband Samsung Galaxy Fit2 Display de 1.1' Amoled Colorido – Preto;2120880778;250;D
870825;74;13/10/2021;;07/10/2021;13/10/2021;49792,5;Projeto em andamento;NV - 0013594;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;125 und | Samsung Galaxy Buds 2 - Preto;3754679460;125;D
870825;74;13/10/2021;;07/10/2021;13/10/2021;49792,5;Projeto em andamento;NV - 0013595;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;125 und | Samsung Galaxy Buds 2 - Branco;3754679478;125;D
950563;89;04/04/2022;;;29/04/2022;16000;Congelada;NV - 0021326;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;B
936639;90;22/02/2022;;;16/03/2022;3083,53;Congelada;NV - 0019998;Uso e consumo;;TELEFONIA;;Cotação;;;Apple AirPods com Estojo de Recarga MagSafe;4241854859;1;E
936639;90;22/02/2022;;;16/03/2022;2698,2;Congelada;NV - 0020577;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP;2969966917;2;E
849543;91;02/08/2021;;;23/03/2022;616727,27;Apresentação;NV - 0011465;;;;;;;;;11111;900;I
849543;91;02/08/2021;;;23/03/2022;478002;Apresentação;NV - 0011885;;;;;;;;599 Celulares A02s;2655735104;599;I
849542;92;02/08/2021;;;17/08/2021;184798,68;Congelada;NV - 0011464;;;ELETRONICOS (TVs);;Cotação;;;"Produto: 3064506166 | Smart TV Philco 32"" PTV32N5SE10H LED HD Conversor Digital 2 HDMI 2 USB Wi-Fi com Netflix e Mais Aplicativos";3064506166;132;D
849545;93;02/08/2021;;;20/03/2022;252200,9;Congelada;NV - 0011467;;;;;;;;IPADS;3518165176;7;J
849545;93;02/08/2021;;;20/03/2022;17901,66;Congelada;NV - 0011468;;;;;;;;MACBOOK;1756004538;;J
839559;94;05/07/2021;;;16/07/2021;3991,85;Congelada;NV - 0010839;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3420661745| Computador Think M70q I3-10100t/4gb/hd1tb/windows 10 Pro - 11du001tbp Lenovo;;1;G
839559;94;05/07/2021;;;16/07/2021;4177,8;Congelada;NV - 0010841;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3164013158 | COMPUTADOR INTEL CORE i3 10100T 4GB 500GB WINDOWS 10 PRO M70Q LENOVO;;1;G
839559;94;05/07/2021;;;16/07/2021;5131,93;Congelada;NV - 0010843;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3406934831 | Desktop Lenovo M70Q TINY I3-10100T 4GB 256 W10P 11DU0024BP;;1;G
839559;94;05/07/2021;;;16/07/2021;784,66;Congelada;NV - 0010844;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód. 2449486784 | Monitor Led 21.5 Tn 22trs-xie Fhd 75hz Preto Widescreen;;1;G
839559;94;05/07/2021;;;16/07/2021;981,25;Congelada;NV - 0010845;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód. 1518978564 | Monitor 21,5 Led Vga/hdmi V226hql Acer;;1;G
820297;95;13/05/2021;;;25/05/2021;805000;Congelada;NV - 0009899;;;PCS;;Cotação;;;"50 unidades do modelo iMac 27"" Tela Retina 5K Intel Core I5 (8GB 256GB SSD) (Cód.1919099982)";;50;G
857992;96;26/08/2021;;30/08/2021;27/10/2021;8978,16;Projeto em andamento;NV - 0012230;;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;7;B
936644;97;22/02/2022;;;24/03/2022;4000;Congelada;NV - 0020002;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Faturado;46 unidades de impressora Térmica Não fiscal EPSON TM-T20 USB;0;46;F
950586;98;04/04/2022;;;12/05/2022;2143,39;Fechada e Perdida;NV - 0021332;Uso e consumo;;AUTOMOTIVO;Cliente - Estoque - perda de estoque;Cotação;;;;0;;F
936652;99;22/02/2022;;;15/03/2022;2000;Congelada;NV - 0020010;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Diversos;0;1;F
936648;100;22/02/2022;;;24/03/2022;5000;Congelada;NV - 0020006;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;Diversos;0;1;F
936645;101;22/02/2022;;;15/03/2022;484,49;Congelada;NV - 0020003;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Forno micro-ondas Electrolux MTD30 20 litros 220v;0;1;E
963395;102;23/05/2022;;;24/05/2022;6500;Fechada e Perdida;NV - 0023187;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;BID Não Atendido 100%;Cotação;;;;0;;E
936650;97;22/02/2022;;;15/03/2022;2000;Congelada;NV - 0020008;Uso e consumo;;AUDIO;;Cotação;;Faturado;2 Microfone Condensador Sem Fio De Lapela Uhf Unidirecional OU Microfone lapela TSI;0;2;E
828660;103;07/06/2021;;;09/06/2021;20599,98;Congelada;NV - 0010193;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 2 | cód. 1773766542 | iMac Apple 21,5"" Tela Retina 4K Intel Core I5 (8GB 1TB)";;2;C
875041;104;21/10/2021;;;29/10/2021;73780;Congelada;NV - 0013857;Uso e consumo;;PCS;;Cotação;;Cartão de Crédito;Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris X...;3081358919;20;D
875041;104;21/10/2021;;;29/10/2021;73999,8;Congelada;NV - 0013858;Uso e consumo;;PCS;;Cotação;;Cartão de Crédito;Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6..;3735745011;20;D
950619;99;04/04/2022;;;29/04/2022;3500;Congelada;NV - 0021337;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;B
947548;105;28/03/2022;;;28/03/2022;5576,67;Congelada;NV - 0021019;Uso e consumo;;ALIMENTOS;;Cotação;;;Notebook Gamer Acer Nitro 5 Intel;0;;E
828656;106;07/06/2021;;;11/06/2021;4949,5;Congelada;NV - 0010181;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 50 | cód. 102008885 | Conversor Receptor De Tv Digital Imagevox Full Hd Adv-isdbt;;50;B
828656;106;07/06/2021;;;11/06/2021;2380;Congelada;NV - 0010184;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 20 | cód. 20 | Kit Conversor Digital Imagevox E Antena Interna Dtv-100p;;20;B
828656;106;07/06/2021;;;11/06/2021;6198;Congelada;NV - 0010187;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 20 | cód. 133746746 | Controle Sem Fio Dualshock 4 Preto - PS4;;20;B
938346;99;09/03/2022;;;15/03/2022;400;Congelada;NV - 0020273;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Faturado;cafeteira;0;1;E
870827;107;13/10/2021;;13/10/2021;22/10/2021;17912,6;Projeto em andamento;NV - 0013592;Revenda;;TELEFONIA;;Cotação;;Cartão de Crédito;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;5;A
950636;108;04/04/2022;;;28/04/2022;300;Congelada;NV - 0021339;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;F
841383;109;12/07/2021;;;02/08/2021;20782,4;Congelada;NV - 0010988;;;AUDIO;;Cotação;;Boleto;Cód.2639573627 |  Fone De Ouvido Sem Fio Bluetooth Xiaomi Redmi Airdots S Original;;160;D
841383;109;12/07/2021;;;02/08/2021;22374,4;Congelada;NV - 0011125;;;AUDIO;;Cotação;;Boleto;Produto: 3019411352 | Fone De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 Sem Fio;;160;D
839376;110;05/07/2021;;;27/07/2021;27979,8;Congelada;NV - 0010827;;;ELETRONICOS (TVs);;Cotação;;Boleto;Quant. 20 | Cód. 134444782 |Smart TV Led 32'' LG 32LM625 HD Thinq AI Conversor Digital Integrado 3 HDMI 2 USB Wi-Fi;;20;B
857933;111;26/08/2021;;19/08/2021;27/08/2021;531,16;Projeto em andamento;NV - 0012220;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;LUMINARIA DE EMERGENCIA 30 LED RECARREGAVEL BIVOLT INTELBRAS;1519195684;28;A
857933;111;26/08/2021;;19/08/2021;27/08/2021;1470;Projeto em andamento;NV - 0012221;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;CENTRAL DE INCENDIO ENDERECAVEL CIE 1125;1449521025;1;A
841440;112;13/07/2021;;14/07/2021;23/07/2021;199509,9;Projeto em andamento;NV - 0010997;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód.1756004538 | MacBook Pro Apple 16'' Intel Core i7 (16GB 512GB SSD) Cinza-Espacial;;10;D
862679;;16/09/2021;;16/09/2021;16/09/2021;6209,54;Projeto em andamento;NV - 0012855;Uso e consumo;;PC GAMER;;Cotação;;Boleto;Ssd Kingston A400 240GB - 500mb/s para Leitura e 350mb/s para Gravação - Sa400s37;133764418;23;B
977231;113;26/10/2022;;;26/10/2022;2100;Cotando;NV - 0028748;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;;Cotação;;Boleto;;0;;J
870848;114;13/10/2021;;;27/10/2021;87486,96;Congelada;NV - 0013611;Revenda;;TELEFONIA;;Cotação;;;"iPhone 12 Pro Apple (256GB) Prateado tela 6,1"" Câmera tripla 12MP iOS";2290966515;12;D
929588;115;07/02/2022;;;14/02/2022;11757,27;Congelada;NV - 0019095;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;;Notebook Dell Inspiron I15-3501-A46P Intel Core I5;3716186496;3;E
870844;116;13/10/2021;;;19/10/2021;17877,64;Congelada;NV - 0013606;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Portátil Olimpia Splendid Dolceclima Silent 12.000 BTUs 127V;4004256732;4;A
839377;117;05/07/2021;;04/08/2021;05/08/2021;15979,96;Projeto em andamento;NV - 0010828;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 4 | Cód. 3018301872  | Notebook Lenovo Ideapad S145, Ryzen R7, Tela 15.6"" Full HD, 8GB, 512GB SSD, Ultrafino, AMD Radeon RX Vega 10, Windows, Prata";;4;B
922566;118;25/01/2022;;;08/02/2022;15760,71;Congelada;NV - 0018294;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Azul;3591024468;3;B
957277;119;25/04/2022;;;05/05/2022;4500;Congelada;NV - 0022010;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;E
922565;120;25/01/2022;;;01/02/2022;2564,99;Congelada;NV - 0018293;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LG 50"" 4K UHD 50UP751C";4350753686;1;E
854845;121;17/08/2021;;;15/09/2021;63280;Congelada;NV - 0011901;Revenda;;TABLETS;;Cotação;;Boleto;"Tablet Samsung Galaxy A7 64GB Wi-Fi Tela 10.4"" Octa-Core 2.0GHz - Grafite";2098828294;50;D
849697;122;02/08/2021;;;10/08/2021;7500;Congelada;NV - 0011474;;;ELETROPORTÁTEIS;;Cotação;;;Produto: 1698730750 | Multiprocessador Pmp1500v Turbo 127v - Philco;;30;B
849697;122;02/08/2021;;;10/08/2021;21245,11;Congelada;NV - 0011475;;;ELETROPORTÁTEIS;;Cotação;;;Produto: 128834696 | Secador Cabelos Ph3700 Pink - Philco;;200;B
858230;123;27/08/2021;;30/08/2021;27/10/2021;19399,88;Projeto em andamento;NV - 0012276;;;ELETRONICOS (TVs);;Cotação;;Boleto;"Android Tv Led 43"" Tcl 43s6500 Bluetooth, Controle Remoto Com Comando De Voz E Google Assistant";134256010;10;B
938234;124;08/03/2022;;;29/03/2022;2000;Congelada;NV - 0020260;Uso e consumo;;AUDIO;;Cotação;;;Diversos;0;1;K
863294;125;17/09/2021;;;01/10/2021;8219,94;Congelada;NV - 0012928;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;"Smart TV LED 32"" Panasonic TC-32FS500B";1903221541;6;D
863294;125;17/09/2021;;;01/10/2021;9649,93;Congelada;NV - 0012929;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;"Smart Tv Philco 32"" Led Hd 2 Hdmi 2 Usb Wifi Dolby Audio - 32d10n5skh ...";3687997387;6;D
863294;125;17/09/2021;;;01/10/2021;4630,8;Congelada;NV - 0012933;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Cadeira De Plástico Bela Vista Branca - Mor;99647334;60;D
863294;125;17/09/2021;;;01/10/2021;12243,6;Congelada;NV - 0012930;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Geladeira Consul Cycle Defrost Duplex CRD37EB 334 litros com Freezer S...;110267822;6;D
863294;125;17/09/2021;;;01/10/2021;13565,94;Congelada;NV - 0012931;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Geladeira/Refrigerador Consul Duplex Frost Free 340 litros CRM39 Branc...;134567184;6;D
863294;125;17/09/2021;;;01/10/2021;4579,92;Congelada;NV - 0012932;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Fogão Piso Consul 4 Bocas CFO4N Branco - Bivolt;124651382;6;D
863294;125;17/09/2021;;;01/10/2021;41267,32;Congelada;NV - 0012934;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Colchão Physical Ultra Resistente Solteiro (88x188x17) - Suporte Ideal...;125952398;80;D
863281;126;17/09/2021;;01/09/2021;17/09/2021;1734,8;Projeto em andamento;NV - 0012924;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;10 unid | Carregador USB-C de 20W - Apple;2444785451;10;D
863281;126;17/09/2021;;01/09/2021;17/09/2021;2434,8;Projeto em andamento;NV - 0012925;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;10 unid | Cabo USB-C para Lightning (2 M)-bra;128509009;10;D
859711;127;08/09/2021;;15/09/2021;28/09/2021;18497,05;Projeto em andamento;NV - 0012633;Uso e consumo;;PCS;;Cotação;;Cartão de Crédito;Produtos diversos Notebook Samsung Book Intel Core I7-1165G7 8GB 256GB SSD (Intel Iris Xe) W10 FHD 15.6'' Cinza Chumbo NP550XDA-KS1BR;3081358126;5;B
859711;127;08/09/2021;;15/09/2021;28/09/2021;;Projeto em andamento;NV - 0012634;;;PCS;;Cotação;;Cartão de Crédito;Samsung;3081358919;5;B
938251;128;08/03/2022;;;21/03/2022;100000;Congelada;NV - 0020262;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;;0;;F
936626;129;22/02/2022;;;28/03/2022;500;Congelada;NV - 0019991;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;FONE;0;1;F
863040;19;17/09/2021;;20/09/2021;27/09/2021;34999,75;Projeto em andamento;NV - 0012904;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV Android LED 32"" Semp 32S5300 Bluetooth 2 HDMI 1 USB Controle Remoto com Comando de Voz e Google Assistant";134511869;25;D
863040;19;17/09/2021;;20/09/2021;27/09/2021;39032,9;Projeto em andamento;NV - 0012913;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV Led 65” Tcl P715 4K Android UHD HDR com Wi-Fi e Bluetooth Integrados, Comando de voz à distância, Google Assistant;2120880655;10;D
859715;130;08/09/2021;;21/09/2021;28/09/2021;9881,93;Projeto em andamento;NV - 0012635;Revenda;;LIVROS;;Cotação;;Boleto;Coleção Harry Potter - 7 Volumes (português) Capa Comum + Marcador Exclusivo - 1ª Ed.;1995355829;75;B
858252;131;27/08/2021;;20/08/2021;27/08/2021;25,38;Projeto em andamento;NV - 0012286;;;LIVROS;;Cotação;;Boleto;Contos De Machado De Assis 1ª Ed;117034757;25,38;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;50,72;Projeto em andamento;NV - 0012290;;;LIVROS;;Cotação;;Boleto;Os Miseráveis - Série Clássicos Universais 2ª Ed.;112662261;1;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;44,29;Projeto em andamento;NV - 0012281;;;LIVROS;;Cotação;;Boleto;GRAPHIC MSP - CHICO BENTO - ARVORADA (CAPA CARTAO);49659855;1;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;125,78;Projeto em andamento;NV - 0012282;;;LIVROS;;Cotação;;Boleto;LIVRO - COLECAO ESPECIAL JANE AUSTEN - BOX COM 5 LIVROS;2972989407;2;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;50,78;Projeto em andamento;NV - 0012283;;;LIVROS;;Cotação;;Boleto;Livro - A revolução dos bichos;5640515;2;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;15,79;Projeto em andamento;NV - 0012291;;;LIVROS;;Cotação;;Boleto;Livro - Quincas Borba papai - testesteste;1748638661;1;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;54,69;Projeto em andamento;NV - 0012284;;;LIVROS;;Cotação;;Boleto;Extraordinário 1ª Ed.;112722964;2;A
858252;131;27/08/2021;;20/08/2021;27/08/2021;84,99;Projeto em andamento;NV - 0012296;;;LIVROS;;Cotação;;Boleto;Livro - Menino do Pijama Listrado, O;6561745;3;A
